index,Book Name,Book_average_rating,Book_ratings_count,Publishing Year,genre,gross sales,sale price,sales rank,Publisher,units sold
800,Go the Fuck to Sleep,4.26,71816,2011,fiction,113.85,0.99,930,"Amazon Digital Services,  Inc.",2916
801,Mostly Harmless,3.96,72426,1992,nonfiction,573.85,4.99,931,Simon and Schuster Digital Sales Inc,2916
802,Benjamin Franklin: An American Life,3.96,70335,2003,fiction,573.85,4.99,933,Macmillan,2916
803,The Tiger's Wife,3.37,66104,2011,fiction,113.85,0.99,936,"Amazon Digital Services,  Inc.",2916
804,Poison Study,4.16,96417,2005,fiction,343.85,2.99,937,"Amazon Digital Services,  Inc.",2916
805,Lover Unbound,4.33,97514,2007,fiction,910.86,7.99,938,"Amazon Digital Services,  Inc.",2916
806,Going Postal,4.36,75186,2004,fiction,1366.86,11.99,939,Penguin Group (USA) LLC,2916
807,The Book of Mormon,4.37,63530,1830,fiction,1366.86,11.99,941,Random House LLC,2916
808,The Mist,3.92,82062,1980,nonfiction,340.86,2.99,943,"Amazon Digital Services,  Inc.",2916
809,Dead Beat,4.43,78123,2005,fiction,568.86,4.99,944,"Amazon Digital Services,  Inc.",2916
810,Golden Son,4.46,57614,2015,fiction,112.86,0.99,946,"Amazon Digital Services,  Inc.",2916
811,Night Watch,4.47,71271,2002,nonfiction,910.86,7.99,947,"Amazon Digital Services,  Inc.",2916
812,The Light Fantastic,3.94,75196,1986,nonfiction,112.86,0.99,949,"Amazon Digital Services,  Inc.",2916
813,What the Dog Saw and Other Adventures,3.82,65277,2009,fiction,876.66,7.69,950,Random House LLC,2916
814,Pretty Girls,3.95,60737,2015,fiction,226.86,1.99,952,"Amazon Digital Services,  Inc.",2916
815,Last Argument of Kings,4.26,65068,2008,fiction,568.86,4.99,952,Macmillan,2916
816,Revival,3.75,53662,2014,fiction,568.86,4.99,953,"Amazon Digital Services,  Inc.",2916
817,Horton Hears a Who!,4.16,80883,1954,fiction,112.86,0.99,955,"Amazon Digital Services,  Inc.",2916
818,The Blind Side: Evolution of a Game,4.16,37792,2006,unknown,226.86,1.99,956,HarperCollins Publishers,2889
819,Lirael,4.29,78903,2001,fiction,876.66,7.69,957,Penguin Group (USA) LLC,2889
820,School's Out Forever,4.16,90157,2006,fiction,340.86,2.99,958,"Amazon Digital Services,  Inc.",2889
822,Winter,4.49,100464,2015,nonfiction,397.86,3.49,961,"Amazon Digital Services,  Inc.",2889
823,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,3.94,80299,1886,fiction,568.86,4.99,963,Random House LLC,2889
824,,4.4,67264,2012,fiction,340.86,2.99,963,"Amazon Digital Services,  Inc.",2889
825,The Painted Man,4.27,64416,2008,fiction,454.86,3.99,966,"Amazon Digital Services,  Inc.",2889
826,,3.98,67777,1678,fiction,856.14,7.51,967,Penguin Group (USA) LLC,2889
827,One Shot,4.2,63335,2005,fiction,340.86,2.99,968,Simon and Schuster Digital Sales Inc,2889
828,The Serpent's Shadow,4.28,82757,2012,fiction,345.42,3.03,968,"Amazon Digital Services,  Inc.",2889
829,Duma Key,3.93,73807,2008,fiction,844.74,7.41,969,Macmillan,2889
830,The Shifting Fog,3.93,69948,2006,fiction,228,2,970,"Amazon Digital Services,  Inc.",2889
831,,3.92,71355,2000,fiction,597.36,5.24,970,"Amazon Digital Services,  Inc.",2889
832,Proven Guilty,4.41,75133,2006,fiction,778.62,6.83,971,Simon and Schuster Digital Sales Inc,2889
834,The Heart is a Lonely Hunter,3.97,67643,1940,fiction,454.86,3.99,972,"Amazon Digital Services,  Inc.",2889
835,The Infinite Sea,3.94,78314,2014,fiction,454.86,3.99,973,"Amazon Digital Services,  Inc.",2889
836,The Once and Future King,4.08,76911,1958,nonfiction,746.7,6.55,973,Macmillan,2889
837,Small Gods,4.27,72588,1992,fiction,1220.4,10.8,977,HarperCollins Publishers,2889
838,"Bud, Not Buddy",3.89,73000,1999,fiction,431.66,3.82,980,"Amazon Digital Services,  Inc.",2889
839,,4.12,48305,2006,fiction,902.87,7.99,981,Hachette Book Group,2889
840,Predictably Irrational: The Hidden Forces that Shape Our Decisions,4.1,61496,2007,fiction,563.87,4.99,982,"Amazon Digital Services,  Inc.",2889
842,The Indian in the Cupboard,3.89,77046,1980,fiction,450.87,3.99,985,"Amazon Digital Services,  Inc.",2889
843,A Memory of Light,4.5,68410,2012,fiction,450.87,3.99,986,"Amazon Digital Services,  Inc.",2889
844,Me and Earl and the Dying Girl,3.58,82270,2012,nonfiction,1241.87,10.99,988,Random House LLC,2889
845,The Ugly Truth,4.16,68701,2010,nonfiction,111.87,0.99,990,"Amazon Digital Services,  Inc.",2889
846,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",4.34,63691,2002,fiction,169.5,1.5,992,HarperCollins Publishers,2889
847,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",3.84,71411,1998,fiction,450.87,3.99,993,Simon and Schuster Digital Sales Inc,2862
848,2nd Chance,4.01,68834,2002,fiction,1388.77,12.29,993,HarperCollins Publishers,2862
849,The Complete Maus,4.53,76785,1986,nonfiction,111.87,0.99,994,"Amazon Digital Services,  Inc.",2862
850,The Eyre Affair,3.92,85683,2001,nonfiction,111.87,0.99,995,"Amazon Digital Services,  Inc.",2862
851,Anne Rice's The Vampire Lestat: The Graphic Novel,4.17,61842,1989,fiction,111.87,0.99,996,"Amazon Digital Services,  Inc.",2862
852,,4.14,74121,1978,fiction,864.45,7.65,997,Penguin Group (USA) LLC,2862
853,The Art of Happiness: A Handbook for Living,4.14,61498,1998,nonfiction,1327.75,11.75,1000,Random House LLC,2862
854,The Bone Clocks,3.81,53151,2014,fiction,781.96,6.92,1001,Random House LLC,2862
855,Black and Blue,3.86,67753,1998,fiction,450.87,3.99,1001,"Amazon Digital Services,  Inc.",2862
856,,4.1,59715,2010,fiction,337.87,2.99,1004,"Amazon Digital Services,  Inc.",2862
857,The Last Juror,3.85,63114,2004,nonfiction,970.67,8.59,1005,Penguin Group (USA) LLC,2862
858,Diary,3.6,58428,2003,fiction,1015.87,8.99,1006,Hachette Book Group,2862
859,Eleven on Top,4.15,84363,2005,fiction,846.37,7.49,1006,Penguin Group (USA) LLC,2862
860,Tintenblut,3.91,82291,2005,fiction,789.87,6.99,1007,"Amazon Digital Services,  Inc.",2862
861,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",3.75,56548,2003,fiction,111.87,0.99,1007,"Amazon Digital Services,  Inc.",2862
862,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,3.99,69087,1945,nonfiction,224.87,1.99,1008,"Amazon Digital Services,  Inc.",2862
863,White Night,4.41,73534,2007,fiction,111.87,0.99,1009,"Amazon Digital Services,  Inc.",2862
864,The Miniaturist,3.58,56344,2014,fiction,224.87,1.99,1010,HarperCollins Publishers,2862
865,Dragons of Autumn Twilight,4.03,76219,1984,nonfiction,992.14,8.78,1011,Simon and Schuster Digital Sales Inc,2862
866,The Lost Colony,4.01,103844,2006,nonfiction,282.5,2.5,1012,"Amazon Digital Services,  Inc.",2862
867,Extras,3.59,85873,2006,fiction,110.88,0.99,1013,"Amazon Digital Services,  Inc.",2862
868,The Burning Bridge,4.28,74156,2005,nonfiction,838.88,7.49,1015,Macmillan,2862
869,The Book of Life,4.15,63027,2014,fiction,334.88,2.99,1019,"Amazon Digital Services,  Inc.",2862
870,The Artist's Way: A Spiritual Path to Higher Creativity,3.89,66049,1992,fiction,670.88,5.99,1020,"Amazon Digital Services,  Inc.",4480
871,The Stinky Cheese Man and Other Fairly Stupid Tales,4.2,78487,1992,nonfiction,334.88,2.99,1020,"Amazon Digital Services,  Inc.",4480
872,Horns,3.92,66287,2009,nonfiction,334.88,2.99,1022,Hachette Book Group,4480
873,Catherine the Great: Portrait of a Woman,3.91,66591,2011,fiction,110.88,0.99,1023,"Amazon Digital Services,  Inc.",4480
874,The Year of the Flood,4.05,68597,2009,fiction,894.88,7.99,1024,Simon and Schuster Digital Sales Inc,4480
875,Winter Garden,4.13,66577,2009,fiction,334.88,2.99,1027,"Amazon Digital Services,  Inc.",4480
876,The King of Torts,3.67,61835,2003,nonfiction,670.88,5.99,1027,HarperCollins Publishers,4480
877,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,4.34,46551,2006,fiction,446.88,3.99,1030,"Amazon Digital Services,  Inc.",4440
878,The 3 Mistakes of My Life,2.97,53331,2008,fiction,894.88,7.99,1032,Random House LLC,4440
879,The Murder of Roger Ackroyd,4.2,71354,1926,nonfiction,842.24,7.52,1032,"Amazon Digital Services,  Inc.",4440
880,Native Son,3.96,66194,1940,fiction,334.88,2.99,1033,"Amazon Digital Services,  Inc.",4440
881,Shadow's Edge,4.27,66390,2008,fiction,1326.08,11.84,1033,Random House LLC,4440
882,Under the Never Sky,4.01,74029,2011,fiction,446.88,3.99,1034,"Amazon Digital Services,  Inc.",4440
883,True Believer,3.8,62840,2003,fiction,558.88,4.99,1035,"Amazon Digital Services,  Inc.",4440
885,The Golden Lily,4.36,86929,2012,fiction,1230.88,10.99,1037,Penguin Group (USA) LLC,4440
886,Chasing Harry Winston,3.32,63342,2008,fiction,558.88,4.99,1042,Random House LLC,4440
887,Magician's Gambit,4.13,69616,1983,fiction,334.88,2.99,1042,"Amazon Digital Services,  Inc.",4440
888,,4.43,57279,2009,fiction,838.88,7.49,1043,Penguin Group (USA) LLC,4440
889,The Rise and Fall of the Third Reich: A History of Nazi Germany,4.15,64391,1960,fiction,334.88,2.99,1044,HarperCollins Publishers,4440
890,A Long Way Down,3.41,59843,2005,nonfiction,446.88,3.99,1046,Hachette Book Group,4440
891,Out from Boneville,4.16,62330,1993,fiction,670.88,5.99,1048,"Amazon Digital Services,  Inc.",4400
892,Rose Madder,3.66,70921,1995,fiction,222.88,1.99,1049,Simon and Schuster Digital Sales Inc,4400
893,"Die Trying (Jack Reacher, #2)",4,62128,1998,fiction,334.88,2.99,1050,Macmillan,4400
894,Beautiful Chaos,3.95,69709,2011,fiction,222.88,1.99,1050,Hachette Book Group,4400
895,Keeping Faith,3.79,62405,1999,fiction,109.89,0.99,1052,"Amazon Digital Services,  Inc.",4400
896,Heart-Shaped Box,3.82,65005,2007,fiction,331.89,2.99,1052,"Amazon Digital Services,  Inc.",4400
897,Cabin Fever,4.21,63347,2010,nonfiction,1330.89,11.99,1053,Penguin Group (USA) LLC,4400
898,,4.29,64961,2008,fiction,442.89,3.99,1054,"Amazon Digital Services,  Inc.",4400
899,Everyone Worth Knowing,3.39,59932,2005,fiction,109.89,0.99,1055,"Amazon Digital Services,  Inc.",4400
900,Redwall,4.11,73918,1986,fiction,331.89,2.99,1056,"Amazon Digital Services,  Inc.",4400
901,Manifest der Kommunistischen Partei,3.51,56464,1848,fiction,331.89,2.99,1057,"Amazon Digital Services,  Inc.",4400
902,The Woman in Cabin 10,3.67,90541,2016,nonfiction,109.89,0.99,1058,"Amazon Digital Services,  Inc.",4400
903,The Last of the Mohicans: A Narrative of 1757,3.69,67632,1826,fiction,109.89,0.99,1058,"Amazon Digital Services,  Inc.",4400
904,Sophie's Choice,4.18,66923,1979,nonfiction,220.89,1.99,1059,"Amazon Digital Services,  Inc.",4400
905,Shopaholic and Sister,3.64,69007,2004,fiction,331.89,2.99,1059,"Amazon Digital Services,  Inc.",4400
906,The Iron Daughter,4.13,93340,2010,fiction,331.89,2.99,1060,"Amazon Digital Services,  Inc.",4400
907,The Prayer of Jabez:  Breaking Through to the Blessed Life,3.92,57468,2000,nonfiction,899.1,8.1,1061,"Amazon Digital Services,  Inc.",4400
908,The Age of Miracles,3.64,61296,2012,fiction,1314.24,11.84,1062,Random House LLC,4400
909,Have a Little Faith: A True Story,4.16,60002,2009,nonfiction,220.89,1.99,1066,Hachette Book Group,4400
910,My Life in France,4.16,63100,2006,fiction,1330.89,11.99,1066,Penguin Group (USA) LLC,4400
911,The Rosie Effect,3.56,27308,2014,fiction,1225.44,11.04,1068,Macmillan,4360
912,The Secret of the Nagas.,3.98,50158,2011,fiction,109.89,0.99,1069,"Amazon Digital Services,  Inc.",4360
913,Ham on Rye,4.16,54140,1982,fiction,196.47,1.77,1071,"Amazon Digital Services,  Inc.",4360
914,Flipped,3.94,79264,2001,nonfiction,109.89,0.99,1072,"Amazon Digital Services,  Inc.",4360
915,Emotional Intelligence 2.0,3.81,53384,2003,fiction,109.89,0.99,1073,"Amazon Digital Services,  Inc.",4360
916,Make Way for Ducklings,4.21,70704,1941,nonfiction,637.14,5.74,1074,HarperCollins Publishers,4360
917,Relic,4.01,68011,1995,fiction,858.03,7.73,1075,Hachette Book Group,4360
918,Notes from a Small Island,3.91,66947,1995,fiction,442.89,3.99,1076,"Amazon Digital Services,  Inc.",4360
919,Small Favor,4.43,70029,2008,nonfiction,1219.89,10.99,1077,Random House LLC,4360
920,The Walking Dead Compendium Volume 1,4.43,57764,2009,fiction,331.89,2.99,1078,"Amazon Digital Services,  Inc.",4360
921,Princess Academy,4.01,82470,2005,fiction,1414.14,12.74,1080,Simon and Schuster Digital Sales Inc,4360
922,"Everything, Everything",4.11,132552,2015,fiction,331.89,2.99,1081,"Amazon Digital Services,  Inc.",4360
923,Pygmalion,3.9,70079,1912,fiction,331.89,2.99,1082,"Amazon Digital Services,  Inc.",4360
924,Flight Behavior,3.75,57078,2012,fiction,109.89,0.99,1085,"Amazon Digital Services,  Inc.",4360
925,Grip of the Shadow Plague,4.26,65638,2008,fiction,548.9,4.99,1089,"Amazon Digital Services,  Inc.",4360
926,Bridget Jones: The Edge of Reason,3.53,73093,1999,nonfiction,1098.9,9.99,1090,"Amazon Digital Services,  Inc.",4360
927,Captain Corelli's Mandolin,3.95,57583,1994,fiction,108.9,0.99,1091,"Amazon Digital Services,  Inc.",4360
928,At First Sight,3.81,62219,2004,fiction,108.9,0.99,1091,"Amazon Digital Services,  Inc.",4320
929,Down Under,4.05,58688,2000,fiction,438.9,3.99,1093,"Amazon Digital Services,  Inc.",4320
930,The Memoirs of Sherlock Holmes,4.32,56918,1894,nonfiction,1230.9,11.19,1095,HarperCollins Publishers,4320
931,The Orphan Master's Son,4.06,52765,2012,fiction,108.9,0.99,1097,Macmillan,4320
932,Enchanters' End Game,4.17,69134,1984,fiction,438.9,3.99,1098,"Amazon Digital Services,  Inc.",4320
933,Persepolis,4.36,71353,2003,nonfiction,108.9,0.99,1099,"Amazon Digital Services,  Inc.",4320
934,The Chosen,4.03,70701,1967,fiction,218.9,1.99,1099,"Amazon Digital Services,  Inc.",4320
935,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,4.09,61256,1958,fiction,438.9,3.99,1100,"Amazon Digital Services,  Inc.",4320
937,Where Rainbows End,3.95,55236,2004,nonfiction,1208.9,10.99,1101,Random House LLC,4320
938,Amelia Bedelia,4.15,72329,1963,fiction,878.9,7.99,1102,Penguin Group (USA) LLC,4320
939,This Man,4.13,79461,2012,fiction,108.9,0.99,1102,"Amazon Digital Services,  Inc.",4320
940,A Dog's Purpose,4.35,65091,2010,fiction,328.9,2.99,1105,"Amazon Digital Services,  Inc.",4320
941,An Ember in the Ashes,4.32,45492,2015,fiction,603.9,5.49,1106,HarperCollins Publishers,4320
942,"Lover Enshrined, part one",4.12,87432,2008,fiction,988.9,8.99,1106,Random House LLC,4320
943,The Golem and the Jinni,4.1,59650,2013,fiction,438.9,3.99,1107,"Amazon Digital Services,  Inc.",4320
945,The Slippery Slope,4,81362,2003,fiction,988.9,8.99,1111,Penguin Group (USA) LLC,4320
946,Bleak House,4,67433,1853,fiction,988.9,8.99,1112,HarperCollins Publishers,4320
947,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",4.12,72504,1938,fiction,548.9,4.99,1118,"Amazon Digital Services,  Inc.",4280
948,Furies of Calderon,4.12,70269,2004,fiction,108.9,0.99,1119,"Amazon Digital Services,  Inc.",4280
949,Alanna: The First Adventure,4.27,85699,1983,fiction,1867.8,16.98,1119,Penguin Group (USA) LLC,4280
950,Her Fearful Symmetry,3.23,63737,2009,nonfiction,416.9,3.79,1120,HarperCollins Publishers,4280
951,The Boston Girl,3.79,51603,2014,fiction,548.9,4.99,1120,"Amazon Digital Services,  Inc.",4280
952,"Lover Enshrined, part two",4.38,84650,2009,unknown,493.9,4.49,1123,Macmillan,4280
953,The Fall of Hyperion,4.18,63235,1990,nonfiction,641.3,5.83,1124,Simon and Schuster Digital Sales Inc,4280
954,The Black Dahlia,3.75,61412,1987,fiction,1088.91,9.99,1127,Random House LLC,4280
955,"Through the Looking-Glass, and What Alice Found There",4.06,63050,1871,fiction,216.91,1.99,1128,Simon and Schuster Digital Sales Inc,4280
956,Wild Swans: Three Daughters of China,4.23,60193,1991,nonfiction,434.91,3.99,1129,HarperCollins Christian Publishing,4280
957,"Go, Dog. Go!",4.08,66360,1961,fiction,1160.85,10.65,1130,Penguin Group (USA) LLC,4280
958,,4.19,74666,1937,fiction,516.66,4.74,1131,HarperCollins Publishers,4280
959,Finders Keepers,4.03,36541,2015,fiction,107.91,0.99,1131,"Amazon Digital Services,  Inc.",4280
960,The Strain,3.77,58631,2009,fiction,107.91,0.99,1132,"Amazon Digital Services,  Inc.",4280
961,The Complete Poems of Emily Dickinson,4.21,60278,1890,fiction,543.91,4.99,1132,"Amazon Digital Services,  Inc.",4280
962,Old Yeller,4.06,69815,1956,fiction,1502.02,13.78,1136,Macmillan,4280
963,Born Standing Up: A Comic's Life,3.87,60869,2007,nonfiction,107.91,0.99,1137,"Amazon Digital Services,  Inc.",4280
964,PostSecret: Extraordinary Confessions from Ordinary Lives,4.01,58841,2005,nonfiction,107.91,0.99,1138,"Amazon Digital Services,  Inc.",4280
965,A Storm of Swords: Part 2 Blood and Gold,4.56,54977,2000,fiction,325.91,2.99,1140,"Amazon Digital Services,  Inc.",4280
966,The Borrowers Afield,4.02,74820,1952,fiction,706.32,6.48,1141,Hachette Book Group,4240
967,Hearts in Atlantis,3.8,65063,1999,fiction,216.91,1.99,1142,Macmillan,4240
968,,4.35,73745,2016,fiction,1306.91,11.99,1144,Penguin Group (USA) LLC,4240
970,The Queen's Fool,3.83,69504,2003,fiction,598.41,5.49,1148,Simon and Schuster Digital Sales Inc,4240
971,Days of Blood & Starlight,4.21,85746,2012,fiction,325.91,2.99,1148,"Amazon Digital Services,  Inc.",4240
972,Jitterbug Perfume,4.24,48277,1984,fiction,325.91,2.99,1148,"Amazon Digital Services,  Inc.",4240
973,"The Battle for Skandia (Ranger's Apprentice, #4)",4.32,60959,2006,fiction,325.91,2.99,1149,"Amazon Digital Services,  Inc.",4240
974,The Darkest Minds,4.26,83886,2012,fiction,620.21,5.69,1150,Hachette Book Group,4240
975,O Zahir,3.56,50921,2005,fiction,434.91,3.99,1151,"Amazon Digital Services,  Inc.",4240
976,The Power of Positive Thinking,4.08,52704,1952,fiction,325.91,2.99,1152,"Amazon Digital Services,  Inc.",4240
977,"In a Dark, Dark Wood",3.65,67344,2015,fiction,107.91,0.99,1153,"Amazon Digital Services,  Inc.",4240
978,The House of Mirth,3.94,60611,1905,fiction,325.91,2.99,1154,"Amazon Digital Services,  Inc.",4240
979,Fairy Tail 1,4.4,65477,2006,fiction,434.91,3.99,1155,"Amazon Digital Services,  Inc.",4240
980,The Slow Regard of Silent Things,3.92,57716,2014,fiction,434.91,3.99,1156,"Amazon Digital Services,  Inc.",4240
981,Twelve Years a Slave,4.15,39758,1853,fiction,543.91,4.99,1156,Random House LLC,4240
982,"Lover Avenged, part one",4.41,82824,2010,fiction,543.91,4.99,1160,"Amazon Digital Services,  Inc.",109
983,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,57259,1999,fiction,107.91,0.99,1160,"Amazon Digital Services,  Inc.",109
984,Infidel,4.2,58432,2006,fiction,107.91,0.99,1161,"Amazon Digital Services,  Inc.",109
985,The Black Swan: The Impact of the Highly Improbable,3.88,53586,2007,fiction,761.91,6.99,1161,"Amazon Digital Services,  Inc.",109
986,The Twelve,3.98,56756,2012,fiction,538.92,4.99,1164,"Amazon Digital Services,  Inc.",108
988,The Diamond Age,4.19,61836,1995,fiction,970.92,8.99,1167,Macmillan,108
989,A Canticle for Leibowitz,3.97,66721,1959,fiction,106.92,0.99,1167,"Amazon Digital Services,  Inc.",108
991,Brooklyn,3.63,55459,2009,fiction,1659.96,15.37,1168,"Amazon Digital Services,  Inc.",108
992,Wither,3.81,84776,2011,fiction,412.56,3.82,1169,"Amazon Digital Services,  Inc.",108
993,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,3.99,80737,2016,fiction,430.92,3.99,1169,"Amazon Digital Services,  Inc.",108
994,Crossroads of Twilight,3.82,61361,2003,fiction,430.92,3.99,1170,"Amazon Digital Services,  Inc.",108
995,The Red Badge of Courage,3.21,68448,1871,fiction,1186.92,10.99,1173,Penguin Group (USA) LLC,108
996,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4.17,60236,2014,fiction,1150.2,10.65,1174,Penguin Group (USA) LLC,108
997,Gardens of the Moon,3.85,57993,1999,fiction,430.92,3.99,1175,"Amazon Digital Services,  Inc.",108
998,A Bruxa de Portobello,3.51,51461,2006,fiction,1327.32,12.29,1179,HarperCollins Publishers,108
999,A Swiftly Tilting Planet,4.13,75851,1978,fiction,322.92,2.99,1182,"Amazon Digital Services,  Inc.",108
1000,Gregor the Overlander,3.99,66823,2003,fiction,322.92,2.99,1183,"Amazon Digital Services,  Inc.",108
1001,Sing You Home,3.76,62494,2011,fiction,516.24,4.78,1184,"Amazon Digital Services,  Inc.",108
1002,The Tale of the Body Thief,3.7,67267,1992,fiction,214.92,1.99,1186,HarperCollins Publishers,108
1003,The Camel Club,4.02,58973,2005,nonfiction,139.32,1.29,1187,"Amazon Digital Services,  Inc.",108
1004,Saving The World and Other Extreme Sports,4.16,75436,2006,fiction,748.44,6.93,1190,Hachette Book Group,108
1005,Blood of the Fold,3.98,60624,1996,fiction,106.92,0.99,1192,"Amazon Digital Services,  Inc.",108
1006,The Boleyn Inheritance,3.84,62135,2006,fiction,646.92,5.99,1193,Hachette Book Group,108
1007,A Spool of Blue Thread,3.4,42339,2015,fiction,1186.92,10.99,1194,Penguin Group (USA) LLC,108
1008,The Underground Railroad,4.04,72052,2016,fiction,538.92,4.99,1195,"Amazon Digital Services,  Inc.",108
1009,Masquerade,3.91,76598,2007,fiction,106.92,0.99,1196,"Amazon Digital Services,  Inc.",108
1010,The Iron Queen,4.24,82373,2011,nonfiction,430.92,3.99,1196,"Amazon Digital Services,  Inc.",108
1011,Losing It,3.77,84438,2012,fiction,538.92,4.99,1197,HarperCollins Publishers,108
1012,The Racketeer,3.79,48286,2012,fiction,322.92,2.99,1198,"Amazon Digital Services,  Inc.",108
1013,Disgrace,3.83,50422,1999,fiction,1078.92,9.99,1198,Random House LLC,108
1014,The House at Pooh Corner,4.36,69102,1928,fiction,214.92,1.99,1199,"Amazon Digital Services,  Inc.",108
1015,The Black Prism,4.24,58906,2010,fiction,430.92,3.99,1199,"Amazon Digital Services,  Inc.",108
1016,The Mermaid Chair,3.1,62760,2004,fiction,322.92,2.99,1199,"Amazon Digital Services,  Inc.",108
1017,Frog and Toad Are Friends,4.18,70119,1970,nonfiction,322.92,2.99,1200,HarperCollins Publishers,108
1018,The Carnivorous Carnival,3.97,83981,2002,fiction,105.93,0.99,1201,"Amazon Digital Services,  Inc.",107
1019,Heist Society,3.91,75834,2010,fiction,854.93,7.99,1201,Random House LLC,107
1020,Behind Closed Doors,3.93,57865,2016,fiction,919.13,8.59,1201,Penguin Group (USA) LLC,107
1021,The Killer Angels,4.3,58372,1974,nonfiction,105.93,0.99,1203,"Amazon Digital Services,  Inc.",107
1022,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",4.16,73883,1995,fiction,426.93,3.99,1206,Penguin Group (USA) LLC,107
1023,Ptolemy's Gate,4.24,63838,2006,fiction,1272.23,11.89,1207,HarperCollins Publishers,107
1024,The Island of Dr. Moreau,3.72,60346,1896,fiction,640.93,5.99,1212,"Amazon Digital Services,  Inc.",107
1025,Opal,4.34,92014,2012,fiction,105.93,0.99,1213,"Amazon Digital Services,  Inc.",107
1026,Zeitoun,4.08,55398,2008,fiction,408.74,3.82,1214,"Amazon Digital Services,  Inc.",107
1027,Out of My Mind,4.37,63756,2010,nonfiction,319.93,2.99,1215,"Amazon Digital Services,  Inc.",107
1028,Rapture,4.03,79360,2012,nonfiction,1282.93,11.99,1216,Random House LLC,107
1029,Switched,3.89,45319,2010,fiction,640.93,5.99,1217,Macmillan,107
1031,,4.25,72611,2015,nonfiction,1175.93,10.99,1218,"Amazon Digital Services,  Inc.",107
1032,Pines,3.88,34789,2012,fiction,105.93,0.99,1218,"Amazon Digital Services,  Inc.",107
1033,Disclosure,3.76,57818,1994,fiction,854.93,7.99,1219,Random House LLC,107
1034,Death Comes to Pemberley,3.21,65906,2012,fiction,426.93,3.99,1220,"Amazon Digital Services,  Inc.",107
1035,Ethan Frome,3.35,72421,1911,nonfiction,405.53,3.79,1222,HarperCollins Publishers,107
1036,A Map of the World,3.78,61347,1992,fiction,324.21,3.03,1223,"Amazon Digital Services,  Inc.",107
1037,It Ends with Us,4.44,80433,2016,fiction,747.93,6.99,1223,Penguin Group (USA) LLC,107
1038,The Gift of the Magi,4.07,66537,1905,nonfiction,951.23,8.89,1224,Simon and Schuster Digital Sales Inc,107
1039,The Electric Kool-Aid Acid Test,3.92,54848,1968,fiction,319.93,2.99,1225,"Amazon Digital Services,  Inc.",107
1040,The Naked Lunch,3.46,55473,1959,fiction,529.65,4.95,1226,"Amazon Digital Services,  Inc.",107
1041,The Sandman: Dream Country,4.28,67753,1991,fiction,426.93,3.99,1230,"Amazon Digital Services,  Inc.",107
1042,A Painted House,3.67,59974,2001,nonfiction,105.93,0.99,1232,"Amazon Digital Services,  Inc.",107
1043,The Left Hand of Darkness,4.05,61888,1969,fiction,822.83,7.69,1233,Random House LLC,107
1044,Let It Snow: Three Holiday Romances,3.84,57632,2008,fiction,1149.18,10.74,1235,Penguin Group (USA) LLC,107
1045,"Full Dark, No Stars",4.03,60672,2010,fiction,640.93,5.99,1236,Random House LLC,107
1046,Being Mortal: Medicine and What Matters in the End,4.4,56510,2014,fiction,319.93,2.99,1237,"Amazon Digital Services,  Inc.",107
1047,Intensity,4.04,58062,1987,fiction,104.94,0.99,1238,"Amazon Digital Services,  Inc.",106
1048,Chelsea Chelsea Bang Bang,3.81,55355,2010,unknown,477,4.5,1241,"Amazon Digital Services,  Inc.",106
1049,Et dukkehjem,3.69,69450,1879,fiction,1588.94,14.99,1243,Hachette Book Group,106
1050,Hawaii,4.18,59963,1959,fiction,212,2,1243,"Amazon Digital Services,  Inc.",106
1051,Revolutionary Road,3.89,56550,1961,fiction,735.64,6.94,1244,Penguin Group (USA) LLC,106
1052,Nick & Norah's Infinite Playlist,3.73,60372,2006,fiction,846.94,7.99,1247,Random House LLC,106
1053,Rosencrantz and Guildenstern are Dead,4.06,67077,1966,nonfiction,1334.54,12.59,1248,Random House LLC,106
1054,Forever,3.91,85034,2011,fiction,827.86,7.81,1249,Penguin Group (USA) LLC,106
1055,The Beach,3.91,52333,1996,fiction,589.36,5.56,1251,Hachette Book Group,106
1056,Saving CeeCee Honeycutt,3.92,54341,2010,fiction,316.94,2.99,1253,"Amazon Digital Services,  Inc.",106
1057,Deadlocked,3.65,65932,2012,nonfiction,1058.94,9.99,1255,"Amazon Digital Services,  Inc.",106
1058,Everything's Eventual: 14 Dark Tales,3.94,60932,2002,fiction,316.94,2.99,1255,"Amazon Digital Services,  Inc.",106
1059,Beezus and Ramona,3.97,75987,1955,fiction,740.94,6.99,1257,Random House LLC,106
